severity,check_id,file,row_id,source_id,message,expected,observed,notebook_title,local_title,details
warning,duplicate_notebook_source_title,,,bff9a8c6-c6fb-47d7-a11c-21e8f98cf251 | f79ab548-a51c-4f06-8fba-85e151ee2fe4,NotebookLM has multiple sources with the same normalized title.,one source per normalized title,2,May_2023_AcuteturbidityexposureswithPortofM.pdf | May_2023_AcuteturbidityexposureswithPortofM.pdf,,
warning,duplicate_notebook_source_title,,,37c2de26-42d4-43c6-b54d-1b04e2412b74 | 9b64fdb5-d5c6-43d7-b48e-a5dc7bd89175,NotebookLM has multiple sources with the same normalized title.,one source per normalized title,2,Moriarty_2020_Coraldiseasecausesconsequencesand.pdf | Moriarty_2020_Coraldiseasecausesconsequencesand.pdf,,
warning,duplicate_notebook_source_title,,,7ec080cc-81da-477d-b48b-dc7fffbc95bb | af32557c-c3b5-4aaa-b34e-3fdcfd144961,NotebookLM has multiple sources with the same normalized title.,one source per normalized title,2,Qin_2020_Latitudinalvariationinreefcoraltiss.pdf | Qin_2020_Latitudinalvariationinreefcoraltiss.pdf,,
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,35,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Honeycutt et al. - 2023 - Farmerfish gardens help buffer stony corals agains.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,68,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Barrientos-Lujan et al. - 2019 - Ecological and functional diversity of gastropods .pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,69,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Biscéré et al. - 2018 - Enhancement of coral calcification via the interpl.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,72,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Brush - 2025 - Assemblage structure of fishes and invertebrates i.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,73,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Buck-Wiese et al. - 2018 - Patterns in sexual reproduction of the dominant sc.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,76,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Counsell - 2018 - Assembly Dynamics for a Coral-Associated Reef Comm.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,77,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Counsell et al. - 2019 - Colony size and depth affect wound repair in a bra.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,83,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Edmunds and Burgess - 2016 - Size-dependent physiological responses of the bran.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,84,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Edmunds et al. - 2018 - Density-dependence mediates coral assemblage struc.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,87,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Fox et al. - 2019 - Trophic plasticity in a common reef-building coral.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,89,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Gardner et al. - 2019 - Coral microbiome diversity reflects mass coral ble.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,90,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Glynn et al. - 2025 - The role of holobiont composition and environmenta.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,94,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,96,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Kordas et al. - 2011 - Community ecology in a warming world The influence of temperature on interspecific interactions in.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,100,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Mass et al. - 2016 - Temporal and spatial expression patterns of biomin.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,102,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Palacio-Castro et al. - 2023 - Increased dominance of heat-tolerant symbionts cre.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,105,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Pogoreutz et al. - 2017 - Sugar enrichment provides evidence for a role of n.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,106,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Putnam and Gates - 2015 - Preconditioning in the reef-building coral Pocillo.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,110,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Rodríguez-Villalobos et al. - 2015 - Explained and unexplained tissue loss in corals fr.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,113,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Samsuri et al. - 2018 - The effectiveness of Trapezia cymodoce in defendin.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,115,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Shantz et al. - 2023 - Positive interactions between corals and damselfis.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,116,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Sogin et al. - 2016 - Metabolomic signatures of increases in temperature.pdf,final_status=; notebook_present=0
info,blank_source_id,data/screening/SCREENING_REVIEW_QUEUE.csv,117,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the c.pdf,final_status=; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,5,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Barrientos-Lujan et al. - 2019 - Ecological and functional diversity of gastropods .pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,7,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Biscéré et al. - 2018 - Enhancement of coral calcification via the interpl.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,11,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Brush - 2024 - Ecology of Fishes and Invertebrates Inhabiting the.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,12,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Brush - 2025 - Assemblage structure of fishes and invertebrates i.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,13,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Buck-Wiese et al. - 2018 - Patterns in sexual reproduction of the dominant sc.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,22,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Counsell - 2018 - Assembly Dynamics for a Coral-Associated Reef Comm.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,23,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Counsell et al. - 2019 - Colony size and depth affect wound repair in a bra.pdf,final_status=duplicate_alias; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,35,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Doo et al. - 2018 - Obligate ectosymbionts increase the physiological .pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,37,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Edmunds and Burgess - 2016 - Size-dependent physiological responses of the bran.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,38,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Edmunds and Burgess - 2017 - Colony size and turbulent flow speed modulate the .pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,39,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Edmunds et al. - 2018 - Density-dependence mediates coral assemblage struc.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,40,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Edmunds et al. - 2025 - A physiological crisis drives the coral recruitmen.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,50,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Fox et al. - 2019 - Trophic plasticity in a common reef-building coral.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,52,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Gardner et al. - 2019 - Coral microbiome diversity reflects mass coral ble.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,53,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Glynn et al. - 2025 - The role of holobiont composition and environmenta.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,62,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Honeycutt et al. - 2023 - Farmerfish gardens help buffer stony corals agains.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,65,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,final_status=duplicate_alias; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,73,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Kordas et al. - 2011 - Community ecology in a warming world The influence of temperature on interspecific interactions in.pdf,final_status=exclude_review; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,84,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Lock et al. - 2022 - Calcium homeostasis disruption initiates rapid growth after micro-fragmentation in the scleractinian.pdf,final_status=duplicate_alias; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,92,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Mass et al. - 2016 - Temporal and spatial expression patterns of biomin.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,109,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Palacio-Castro et al. - 2023 - Increased dominance of heat-tolerant symbionts cre.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,116,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Pogoreutz et al. - 2017 - Sugar enrichment provides evidence for a role of n.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,117,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Putnam and Gates - 2015 - Preconditioning in the reef-building coral Pocillo.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,126,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Rodríguez-Villalobos et al. - 2015 - Explained and unexplained tissue loss in corals fr.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,131,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Samsuri et al. - 2018 - The effectiveness of Trapezia cymodoce in defendin.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,134,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Shantz et al. - 2023 - Positive interactions between corals and damselfis.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,137,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Sogin et al. - 2016 - Metabolomic signatures of increases in temperature.pdf,final_status=exclude_scope; notebook_present=0
info,blank_source_id,pipeline/LITERATURE_ORGANIZATION_AUDIT.csv,144,,Source-bearing table row has no source_id to compare against NotebookLM.,NotebookLM source_id when notebook_present=true or final_status is included,blank,,Traylor-Knowles - 2016 - Distinctive wound-healing characteristics in the c.pdf,final_status=duplicate_alias; notebook_present=0
